Kingdom,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3
Bacteria,24788,449,132770,214316,731282,144763,156669,135051,93019,274085,260,204123,142420,505,103933,88606,27757,172,113224,144360,258048,64113,115392,95636,92014,38496,106926,102372,93080,71193,100126,66516,104603,63112,83019,81023,81883,313203,128232,1706385,239605,154826,139736,672584,531844,463,239747,256202,151458,152145,453230,244278,84335,174249,334782,231474,367719,359,771,249164,357042,79,216,223,171,37,168,198420,126221
Viruses,3,0,5,8,46,2,2,8,2,3,0,3,6,0,0,0,0,0,0,1,1,0,2,1,1,2,2,3,6,1,6,0,0,1,0,0,0,3,15,15,3,0,8,9,12,0,17,1,4,1,67,50,2,104,2,53,2,0,0,0,3,0,0,0,0,0,0,24,2
Archaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31
