Caulobacterales,8,0,6,8,40,8,9,11,4,7,0,9,3,0,4,2,4,1,9,38,10,14,3,4,4,0,126,7,3,21,9,52,2,3,5,4,4,15,19,118,14,3,21,25,85,2,114,1175,2416,1851,274,55,2,7,18,4,10,0,0,4,19,0,1,1,0,0,0,463,767
Solirubrobacterales,0,0,4,39,42,6,2,0,7,0,0,0,1,0,0,0,2,0,10,8,7,3,0,0,0,0,0,5,2,8,19,7,0,0,0,1,0,0,6,58,0,0,60,62,170,0,169,1636,1968,1212,2,2,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1299,1066
Chroococcales,73,0,307,285,1873,275,153,201,49,162,2,106,27,0,6,110,32,0,111,505,182,33,5,11,15,15,26,8,2,3,9,6,4,74,11,32,77,345,88,177,9,4,3,52,68,1,15,45,118,65,13,2,3,3,6,6,7,1,3,8,13,1,0,0,0,0,0,918,105
Fusobacteriales,1,0,9,4,0,0,8,2,0,16,0,12,1,0,2,33,3,0,6,2,22,1,5,3,12,93,976,5,0,0,1,1,7,2,2,2,0,6,15,132,2,2,2,6,10,2,2,2,1,22,2748,452,6,280,379,21,29,1,2,7,7,0,0,0,0,0,0,9,976
Entomoplasmatales,0,0,10,6,15,1,0,2,3,30,0,71,6,0,1,0,3,0,10,113,63,38,185,260,3,1,3,1,0,0,2,75,6,4,9,14,19,71,21,95,4,9,2,7,542,1,0,18,4,0,148,65,3,26,62,38,1307,0,0,417,1460,0,2,0,0,0,0,0,5
Aeromonadales,0,0,0,3,19,9,12,81,108,469,0,148,101,2,385,12,3,2,1,3,2,0,5,1,6,1,8,4,1,2,1,8,8,0,1,0,0,3,7,133,148,110,84,541,140,0,799,120,4,0,213,88,4,95,409,208,48,3,0,6,15,0,0,0,0,1,0,88,45
Rhodobacterales,8,0,58,49,234,31,55,47,21,27,0,24,18,0,5,38,11,0,15,34,32,9,5,6,10,9,15,13,11,13,13,22,9,4,1,16,9,22,27,118,38,17,24,126,89,2,75,691,835,404,192,40,8,31,166,63,21,0,3,47,37,1,0,1,0,0,1,261,358
Mycoplasmatales,5,0,38,56,74,31,26,18,16,18,5,47,17,0,5,16,4,0,26,46,49,17,26,44,8,4,22,9,5,9,5,37,8,17,3,27,23,144,72,128,70,41,120,222,202,0,132,720,290,432,78,42,4,18,25,18,175,0,4,82,231,0,0,0,0,0,0,81,82
Myxococcales,0,0,0,9,16,4,2,4,1,0,0,2,2,0,1,4,1,0,2,6,4,1,2,2,1,2,4,4,2,4,19,1,1,1,0,0,1,5,7,100,2,5,9,5,2,1,40,655,901,761,3,3,1,1,3,0,5,0,1,10,16,0,0,2,0,0,1,728,491
Gemmatales,0,0,0,6,12,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,0,6,11,0,0,2,0,0,1,0,0,0,0,0,0,28,0,0,75,1026,825,465,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,332
