Oscillatoriophycideae,77,0,329,302,1997,292,166,218,51,175,2,113,28,0,6,123,34,0,123,536,198,33,7,12,17,15,28,9,2,3,9,6,4,79,11,36,85,361,100,402,11,7,6,68,76,1,15,48,120,67,16,2,4,3,8,8,7,1,3,8,14,1,0,0,0,0,0,976,106
Fusobacteria,1,0,9,4,0,0,8,2,0,16,0,12,1,0,2,33,3,0,6,2,22,1,5,3,12,93,976,5,0,0,1,1,7,2,2,2,0,6,15,132,2,2,2,6,10,2,2,2,1,22,2748,452,6,280,379,21,29,1,2,7,7,0,0,0,0,0,0,9,976
Planctomycetia,0,0,0,8,12,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,7,0,6,25,0,0,2,0,3,1,0,0,49,0,0,9,28,0,0,167,1738,1224,685,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,692,428
Ktedonobacteria,33,1,91,127,811,120,73,99,18,85,3,87,28,2,7,78,6,1,46,236,104,19,2,2,6,13,14,9,4,1,8,3,2,42,3,16,38,142,67,55,14,7,4,45,73,0,10,41,88,16,3,6,6,3,10,4,4,1,0,9,15,0,0,1,0,0,0,87,33
Epsilonproteobacteria,3,0,54,138,302,88,69,41,31,105,0,85,6,0,5,3,8,1,44,64,32,7,20,18,14,2,16,6,6,4,0,1,9,8,8,8,6,23,32,143,30,10,23,84,106,1,41,134,94,62,259,38,11,27,43,22,67,0,1,20,16,0,0,1,0,0,0,67,224
Verrucomicrobiae,0,0,2,1,1,0,0,0,3,4,0,0,0,0,0,1,0,0,1,0,3,0,13,7,0,0,0,13,10,0,5,7,4,0,0,0,1,0,0,239,0,0,4,19,12,0,20,432,262,369,9,0,0,1,0,1,1,0,0,0,28,0,0,0,0,0,0,338,107
Methylacidiphilae,1,0,2,3,5,1,0,4,0,0,0,4,0,0,1,0,1,1,2,3,0,1,0,0,0,0,0,2,0,0,9,9,0,1,0,0,2,0,1,81,0,0,3,1,21,2,26,546,348,320,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,188,199
Opitutae,0,0,3,6,37,3,12,9,7,14,1,16,8,1,2,4,3,0,4,7,21,7,4,6,4,4,3,4,4,0,2,2,5,2,7,6,6,25,26,176,23,13,6,23,23,0,9,171,289,162,59,21,6,24,18,25,26,3,1,20,42,1,0,0,0,0,0,265,97
Brocadiae,1,0,5,5,26,6,9,7,5,6,0,1,3,2,1,5,1,0,1,9,13,0,2,5,2,0,1,3,0,0,13,0,0,1,4,1,5,11,9,52,2,0,0,2,7,1,8,60,157,75,4,2,3,7,3,7,7,0,0,2,10,0,0,0,0,0,0,864,342
Nitrospira,5,0,15,15,85,17,19,15,5,11,0,14,9,2,11,27,4,0,8,26,24,9,5,4,8,6,6,2,6,4,19,5,8,17,6,5,17,36,68,131,13,5,4,29,53,0,36,56,141,71,19,11,10,15,24,9,14,0,1,9,23,0,1,1,0,0,0,371,186
